case_id,subject,from,date,issue_category,sentiment,urgency,business_impact,confidence,root_cause,recommended_next_action,summary,key_entities,repeat_complaint_count,health_score,escalation_risk
19f316fa69587ed2,[Case #69] Refund not received after cancellation,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:28 -0700",billing,neutral,3,medium,0.95,A potential mismatch between the contract terms stored in the billing system and the actual invoice generation logic for the Team plan.,Verify the contract terms for ACC-69 against the billing system configuration and provide the customer with a clear timeline for the refund or credit adjustment.,"The customer is reporting a recurring billing discrepancy where they are being charged $249 despite a contract stating the same amount, requesting a correction timeline for reconciliation.","['INV-690069', 'ACC-69', 'Team plan']",1,80,medium
19f316f13d73e45b,[Case #26] Unexpected charge on my card,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 03:39:50 -0500",billing,neutral,3,medium,0.95,A potential mismatch between the customer's contract terms and the automated billing system configuration for account ACC-26.,Verify the contract terms against the current billing profile for ACC-26 and provide the customer with a correction timeline for the overcharges.,The customer is reporting a recurring billing discrepancy where the invoiced amount does not match the contracted Enterprise plan rate.,"['INV-260026', 'ACC-26', 'Enterprise plan']",1,80,medium
19f316e834b930de,[Case #5] Refund not received after cancellation,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:39:14 -0700",billing,neutral,3,medium,0.95,A potential mismatch between the subscription contract terms and the automated billing system configuration for account ACC-5.,Verify the contract terms for ACC-5 against the current billing profile and issue a credit note for the overcharged amounts.,The customer is reporting a recurring billing discrepancy where the invoiced amount does not align with the agreed-upon contract price for their Pro plan.,"['INV-5005', 'ACC-5', 'Pro plan']",1,80,medium
19f316fc2463d464,[Case #77] Request: export data to CSV,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 03:40:35 -0500",feature_request,neutral,2,low,0.98,"The current dashboard interface lacks bulk processing capabilities, forcing users to handle records individually.",Forward the request to the product management team for consideration in the upcoming roadmap.,The user is requesting a bulk action feature for approving or rejecting records to improve operational efficiency.,['Pro plan dashboard'],1,88,medium
19f316fb99fe6c9f,[Case #74] Request: export data to CSV,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:33 -0700",feature_request,neutral,2,low,0.98,"The current dashboard interface lacks bulk processing capabilities, forcing users to handle records individually.",Forward the request to the product management team for consideration in the upcoming feature roadmap.,The customer is requesting a bulk action feature for approving or rejecting records in the Pro plan dashboard to improve operational efficiency.,['Pro plan'],1,88,medium
19f316fc6050cfc1,[Case #78] Request: export data to CSV,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:36 -0700",feature_request,neutral,2,low,0.98,"The current dashboard interface lacks batch processing capabilities, forcing users to handle records individually.",Forward the request to the product management team for consideration in the upcoming feature roadmap.,The user is requesting a bulk action feature for approving or rejecting records to improve operational efficiency.,['Pro plan dashboard'],1,88,medium
19f316fe221c11e9,[Case #86] Feature suggestion: bulk actions,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 04:40:43 -0400",feature_request,neutral,2,low,0.98,"The current dashboard interface lacks batch processing capabilities, forcing users to perform repetitive manual tasks.",Forward the request to the product management team for consideration in the upcoming feature roadmap.,The customer is requesting a bulk action feature to approve or reject multiple records simultaneously in the Pro plan dashboard.,['Pro plan dashboard'],1,88,medium
19f3170039b293ee,[Case #94] Would love a dark mode option,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 04:40:52 -0400",feature_request,neutral,2,low,0.98,"The current system only supports PDF exports for report data, lacking the flexibility for spreadsheet integration.",Forward the request to the product team for roadmap consideration and inform the customer of the current status.,The customer is requesting a CSV export feature for the reports view to improve workflow efficiency.,['/reports/94'],1,88,medium
19f316fd3705997c,[Case #82] Feature suggestion: bulk actions,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 04:40:40 -0400",feature_request,neutral,2,low,0.98,"The current reporting module lacks a CSV export functionality, forcing users to perform manual data entry.",Forward the request to the product team for roadmap consideration and inform the customer that their feedback has been logged.,The customer is requesting the ability to export report data to CSV format instead of being limited to PDF.,['/reports/82'],1,88,medium
19f316f386d8e153,[Case #35] Locked out of my account,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 04:40:00 -0400",access,neutral,2,low,0.95,The user lacks the necessary administrative permissions to provision access for new team members.,Verify the requester's authorization level and grant the requested admin access to the specified email address.,The user is requesting admin access for a new team member to the reporting module.,"['reporting module', 'teammate35@example.com']",1,88,medium
19f316e9cb0319ed,[Case #7] Feature suggestion: bulk actions,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:39:20 -0700",feature_request,neutral,2,low,0.98,"The current system only supports PDF exports for reports, forcing manual data entry for users.",Forward the request to the product management team for roadmap consideration and inform the customer of the current status.,The customer is requesting a CSV export feature for the /reports/7 view to improve workflow efficiency.,['/reports/7'],1,88,medium
19f316f0b0597258,[Case #24] Locked out of my account,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:39:48 -0700",access,neutral,2,low,0.98,The customer needs to provision permissions for a new employee before their onboarding date.,Verify the requester's authorization and grant admin access to teammate24@example.com for the reporting module.,The customer is requesting admin access for a new team member to the reporting module.,['reporting module'],1,88,medium
19f316f1c614bc79,[Case #28] Would love a dark mode option,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:39:53 -0700",feature_request,neutral,2,low,0.98,"The current system architecture only supports PDF exports for report data, lacking a structured data output format.",Forward the request to the product management team for roadmap consideration and inform the customer that their feedback has been logged.,The customer is requesting a CSV export feature for the reports view to improve their team's data processing efficiency.,['/reports/28'],1,88,medium
19f316f7a3d37a2d,[Case #57] Feature suggestion: bulk actions,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 03:40:17 -0500",feature_request,neutral,2,low,0.98,"The current dashboard interface lacks batch processing capabilities, forcing users to perform manual, repetitive tasks.",Log the request in the product feedback tracker and notify the product management team for future roadmap consideration.,The customer is requesting a bulk action feature to approve or reject multiple records simultaneously in the Starter plan dashboard.,['Starter plan'],1,88,medium
19f316f8cdf947f8,[Case #61] Would love a dark mode option,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:21 -0700",feature_request,neutral,2,low,0.98,"The current dashboard interface lacks batch processing capabilities, forcing users to perform repetitive manual tasks.",Forward the request to the product management team for consideration in the upcoming feature roadmap.,The customer is requesting a bulk action feature for approving or rejecting records in the Pro plan dashboard to improve operational efficiency.,['Pro plan'],1,88,medium
19f316fa29cb7907,[Case #68] Request: export data to CSV,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:27 -0700",feature_request,neutral,2,low,0.98,"The current system only supports PDF exports for report data, lacking the requested CSV functionality.",Forward the request to the product management team for roadmap consideration and inform the customer of the current status.,The customer is requesting a CSV export feature for the /reports/68 view to improve workflow efficiency.,['/reports/68'],1,88,medium
19f316f8849966b1,[Case #60] Unable to access admin panel,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:20 -0700",access,neutral,2,low,0.98,A new team member requires administrative permissions to perform their job functions.,Verify the requester's authorization and grant the requested admin permissions to teammate60@example.com.,The user is requesting admin access for a new team member to the reporting module.,"['Case #60', 'reporting module']",1,88,medium
19f316f702ce1700,[Case #53] Feature suggestion: bulk actions,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:14 -0700",feature_request,neutral,2,low,0.98,"The current system lacks a native data export functionality for reports, forcing users to perform manual data entry.",Forward the request to the product management team for roadmap consideration and inform the user that their feedback has been logged.,The user is requesting a CSV export feature for the reports view to improve workflow efficiency.,['/reports/53'],1,88,medium
19f316f72bd1526d,[Case #54] Would love a dark mode option,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 03:40:15 -0500",feature_request,neutral,2,low,0.98,"The current dashboard interface lacks batch processing capabilities, forcing users to perform manual, repetitive tasks.",Forward the request to the product management team for consideration in the upcoming roadmap.,The user is requesting a bulk action feature for approving or rejecting records to improve operational efficiency.,['Pro plan dashboard'],1,88,medium
19f316f4916d5b2d,[Case #41] Would love a dark mode option,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 03:40:04 -0500",feature_request,neutral,2,low,0.98,The current reporting module lacks a data export functionality for spreadsheet-compatible formats.,Forward the request to the product management team for roadmap consideration and inform the customer that their feedback has been logged.,The customer is requesting a CSV export feature for the reports view to improve their team's workflow efficiency.,['/reports/41'],1,88,medium
19f316f6670d13c6,[Case #50] Feature suggestion: bulk actions,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:12 -0700",feature_request,neutral,2,low,0.98,"The current dashboard interface lacks batch processing capabilities, forcing users to handle records individually.",Forward the request to the product management team for consideration in the upcoming roadmap for the Starter plan.,The customer is requesting a bulk action feature for approving or rejecting records in the Starter plan dashboard to improve operational efficiency.,['Starter plan'],1,88,medium
19f316ef57a4e7d1,[Case #18] Request: export data to CSV,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:39:43 -0700",feature_request,neutral,2,low,0.98,"The current system only supports PDF exports for reports, lacking the requested CSV functionality.",Check the product roadmap for CSV export capabilities and respond to the customer with an update or a feature request ticket link.,The customer is requesting a CSV export feature for the /reports/18 view to improve their team's workflow efficiency.,['/reports/18'],1,88,medium
19f316f29fa106ef,[Case #31] Feature suggestion: bulk actions,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:39:56 -0700",feature_request,neutral,2,low,0.98,"The current dashboard interface lacks batch processing capabilities, forcing users to handle records individually.",Forward the request to the product management team for consideration in the upcoming roadmap.,The customer is requesting a bulk action feature to approve or reject multiple records simultaneously to improve operational efficiency.,['Pro plan dashboard'],1,88,medium
19f316f18454158b,[Case #27] Request: export data to CSV,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:39:52 -0700",feature_request,neutral,2,low,0.98,"The current reporting module lacks a native CSV export functionality, limiting data portability.",Forward the request to the product management team for roadmap consideration and inform the customer of the current status.,The customer is requesting a CSV export feature for the reports view to eliminate manual data entry.,['/reports/27'],1,88,medium
19f316f0f99947ba,[Case #25] Request: export data to CSV,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:39:49 -0700",feature_request,neutral,2,low,0.98,"The current reporting module lacks a CSV export functionality, forcing users to perform manual data entry.",Forward the request to the product management team for roadmap consideration and inform the customer of the current status.,The customer is requesting the ability to export data from the /reports/25 view to CSV format instead of the current PDF-only option.,['/reports/25'],1,88,medium
19f316e732bfae4f,[Case #1] Request: export data to CSV,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:39:09 -0700",feature_request,neutral,2,low,0.98,"The current dashboard interface lacks bulk processing capabilities, forcing users to handle records individually.",Forward the request to the product management team for consideration in the upcoming feature roadmap.,The customer is requesting a bulk action feature for approving or rejecting records in the Enterprise plan dashboard to improve operational efficiency.,['Enterprise plan'],1,88,medium
19f316f781f9a932,[Case #56] Request: export data to CSV,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:16 -0700",feature_request,positive,1,low,0.98,The current dashboard interface lacks a low-light or dark mode setting for extended usage.,Log the request in the product feedback backlog for consideration by the UI/UX design team.,The customer is requesting a dark mode feature to improve usability for night-shift staff.,['dashboard'],1,94,low
19f316ff35ab1434,[Case #90] Would love a dark mode option,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:48 -0700",feature_request,positive,1,low,0.98,The current dashboard interface lacks a low-light viewing mode suitable for extended use in dark environments.,Log the request in the product feedback backlog for consideration in future UI/UX updates.,The customer is requesting a dark mode feature to improve usability for night-shift monitoring staff.,['dashboard'],1,94,low
19f316fcfb77a0b8,[Case #80] Request: export data to CSV,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:38 -0700",feature_request,positive,1,low,0.98,The current dashboard interface lacks a low-light viewing mode suitable for extended use.,Log the feature request in the product backlog for future UI/UX consideration.,The customer is requesting a dark mode feature to improve usability for night-shift staff.,['dashboard'],1,94,low
19f316f40fb90a4a,[Case #38] Would love a dark mode option,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 03:40:02 -0500",feature_request,positive,1,low,0.98,The current dashboard interface lacks a low-light viewing mode suitable for extended night-time usage.,Log the request in the product feedback database for consideration in future UI/UX development cycles.,The customer is requesting a dark mode feature to improve usability for their night-shift monitoring team.,['dashboard'],1,94,low
19f316f53372b93f,[Case #44] Feature suggestion: bulk actions,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:07 -0700",feature_request,positive,1,low,0.98,The current dashboard interface lacks a low-light viewing mode suitable for extended use in dark environments.,Log the feature request in the product backlog for consideration by the UI/UX design team.,The user is requesting a dark mode feature to improve usability for their night-shift monitoring team.,['dashboard'],1,94,low
19f316f614cc98b2,[Case #48] Would love a dark mode option,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 04:40:10 -0400",feature_request,positive,1,low,0.98,The current dashboard interface lacks a low-light or high-contrast display mode suitable for extended night-time use.,Log the feature request in the product backlog for consideration by the UI/UX design team.,The customer is requesting a dark mode feature to improve usability for night-shift monitoring staff.,['dashboard'],1,94,low
19f316f57ed76e8d,[Case #45] Feature suggestion: bulk actions,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 04:40:07 -0400",feature_request,neutral,1,low,0.98,The current reporting module lacks a data export functionality for spreadsheet-compatible formats.,Forward the request to the product management team for roadmap consideration and inform the customer of the current status.,The customer is requesting a CSV export option for the /reports/45 view to improve workflow efficiency.,['/reports/45'],1,94,low
19f316f8f27cb777,[Case #62] Feature suggestion: bulk actions,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:40:22 -0700",feature_request,positive,1,low,0.98,The current dashboard interface lacks a low-light viewing mode suitable for extended use in dark environments.,Log the feature request in the product backlog for consideration by the UI/UX design team.,The customer is requesting a dark mode feature to improve usability for their night-shift monitoring team.,['dashboard'],1,94,low
19f316f254a96888,[Case #30] Feature suggestion: bulk actions,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 03:39:55 -0500",feature_request,positive,1,low,0.98,The current dashboard lacks a low-light interface option for users working extended night shifts.,Log the feature request in the product roadmap and notify the user that their feedback has been received.,The user is requesting a dark mode feature to improve usability for night-shift staff.,['dashboard'],1,94,low
19f316f2ce90b3f6,[Case #32] Would love a dark mode option,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 03:39:57 -0500",feature_request,positive,1,low,0.98,The current dashboard interface lacks a low-light or high-contrast mode suitable for extended night-time usage.,Log the feature request in the product backlog and notify the user that their feedback has been shared with the development team.,The customer is requesting a dark mode feature to improve usability for their night-shift monitoring team.,['dashboard'],1,94,low
19f316eea7d42c76,[Case #15] Would love a dark mode option,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:39:40 -0700",feature_request,positive,1,low,0.98,The current dashboard interface lacks a low-light viewing mode suitable for extended use in dark environments.,Log the request in the product feedback backlog for consideration in future UI/UX updates.,The customer is requesting a dark mode feature to improve usability for their night-shift monitoring team.,['dashboard'],1,94,low
19f316e90be372d9,[Case #6] Would love a dark mode option,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:39:17 -0700",feature_request,positive,1,low,0.98,The current dashboard interface lacks a low-light viewing mode suitable for extended use in dark environments.,Log the request in the product feedback backlog for consideration in future UI/UX updates.,The customer is requesting a dark mode feature to improve usability for night-shift monitoring staff.,['dashboard'],1,94,low
19f316ea1ff912da,[Case #8] Would love a dark mode option,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:39:21 -0700",feature_request,positive,1,low,0.98,The current dashboard interface lacks a low-light or high-contrast viewing mode suitable for extended use in dark environments.,Log the request in the product roadmap and notify the user that their feedback has been shared with the development team.,The user is requesting a dark mode feature to improve usability for night-shift monitoring staff.,['dashboard'],1,94,low
19f316eba1b1e3b8,[Case #10] Request: export data to CSV,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:39:28 -0700",feature_request,positive,1,low,0.98,The current dashboard interface lacks a low-light display mode suitable for extended night-time usage.,Log the feature request in the product backlog for consideration by the UI/UX design team.,The user is requesting a dark mode feature to improve usability for night-shift monitoring staff.,['dashboard'],1,94,low
19f316ece35726b3,[Case #13] Would love a dark mode option,CasePilot <casepilot.demo@gmail.com>,"Sun, 5 Jul 2026 01:39:33 -0700",feature_request,positive,1,low,0.98,The current dashboard interface lacks a low-light or high-contrast mode suitable for extended use in dark environments.,Log the request in the product roadmap and notify the user that their feedback has been shared with the design team.,The user is requesting a dark mode feature to improve usability for night-shift monitoring staff.,['dashboard'],1,94,low
